who_region_code,date,cases,deaths
EMRO,2020-04-10,92005,4765
EMRO,2020-04-11,95864,4943
EMRO,2020-04-12,99440,5103
EMRO,2020-04-13,103330,5250
EMRO,2020-04-14,107081,5382
EMRO,2020-04-15,111183,5515
EMRO,2020-04-16,115662,5654
EMRO,2020-04-17,120104,5777
EMRO,2020-04-18,124240,5892
EMRO,2020-04-19,129201,6039
EMRO,2020-04-20,133574,6168
EMRO,2020-04-21,138990,6310
EMRO,2020-04-22,143887,6451
EMRO,2020-04-23,149348,6611
EMRO,2020-04-24,154877,6750
EMRO,2020-04-25,160492,6885
EMRO,2020-04-26,165883,6991
EMRO,2020-04-27,171156,7145
EMRO,2020-04-28,176513,7287
EMRO,2020-04-29,182183,7444
EMRO,2020-04-30,188486,7598
EMRO,2020-05-01,194821,7737
EMRO,2020-05-02,200524,7871
EMRO,2020-05-03,206642,7986
EMRO,2020-05-04,212973,8121
EMRO,2020-05-05,220405,8277
EMRO,2020-05-06,228970,8462
EMRO,2020-05-07,235803,8597
EMRO,2020-05-08,244912,8729
EMRO,2020-05-09,254280,8868
EMRO,2020-05-10,263946,9002
EMRO,2020-05-11,273346,9130
EMRO,2020-05-12,283870,9256
EMRO,2020-05-13,293196,9382
EMRO,2020-05-14,302740,9503
EMRO,2020-05-15,314734,9683
EMRO,2020-05-16,324643,9797
EMRO,2020-05-17,335526,9933
EMRO,2020-05-18,347525,10089
EMRO,2020-05-19,360009,10245
EMRO,2020-05-20,372739,10418
EMRO,2020-05-21,386260,10583
EMRO,2020-05-22,400347,10763
EMRO,2020-05-23,412869,10951
EMRO,2020-05-24,425383,11127
EMRO,2020-05-25,436703,11259
EMRO,2020-05-26,447246,11401
EURO,2020-01-24,2,0
EURO,2020-01-25,3,0
EURO,2020-01-26,3,0
EURO,2020-01-27,4,0
EURO,2020-01-28,8,0
EURO,2020-01-29,10,0
EURO,2020-01-30,10,0
EURO,2020-01-31,22,0
EURO,2020-02-01,27,0
EURO,2020-02-02,29,0
EURO,2020-02-03,31,0
EURO,2020-02-04,32,0
EURO,2020-02-05,32,0
EURO,2020-02-06,32,0
EURO,2020-02-07,37,0
EURO,2020-02-08,42,0
EURO,2020-02-09,44,0
EURO,2020-02-10,59,0
EURO,2020-02-11,61,0
EURO,2020-02-12,64,0
EURO,2020-02-13,64,0
EURO,2020-02-14,64,0
EURO,2020-02-15,65,1
EURO,2020-02-16,65,1
EURO,2020-02-17,65,1
EURO,2020-02-18,65,1
EURO,2020-02-19,65,1
EURO,2020-02-20,65,1
EURO,2020-02-21,83,2
EURO,2020-02-22,125,3
EURO,2020-02-23,218,4
EURO,2020-02-24,304,8
EURO,2020-02-25,408,11
EURO,2020-02-26,570,14
EURO,2020-02-27,841,19
EURO,2020-02-28,1141,23
EURO,2020-02-29,1526,31
EURO,2020-03-01,2300,36
EURO,2020-03-02,2835,55
EURO,2020-03-03,3492,85
EURO,2020-03-04,4557,114
EURO,2020-03-05,6027,159
EURO,2020-03-06,7941,217
EURO,2020-03-07,10180,263
EURO,2020-03-08,12911,414
EURO,2020-03-09,15903,527
EURO,2020-03-10,19793,731
EURO,2020-03-11,25381,972
EURO,2020-03-12,29138,1171
EURO,2020-03-13,41716,1554
EURO,2020-03-14,50719,1878
EURO,2020-03-15,59270,2407
EURO,2020-03-16,71031,2953
EURO,2020-03-17,83300,3591
EURO,2020-03-18,98629,4298
EURO,2020-03-19,117679,5231
EURO,2020-03-20,141334,6495
EURO,2020-03-21,165659,8047
EURO,2020-03-22,187146,9444
EURO,2020-03-23,215268,11167
EURO,2020-03-24,242709,13313
EURO,2020-03-25,277430,15934
EURO,2020-03-26,318770,18626
EURO,2020-03-27,363214,21905
EURO,2020-03-28,407811,25281
EURO,2020-03-29,445246,28295
EURO,2020-03-30,484202,32122
EURO,2020-03-31,529623,36194
EURO,2020-04-01,578594,41505
EURO,2020-04-02,626909,47106
EURO,2020-04-03,677439,52838
EURO,2020-04-04,722923,58469
EURO,2020-04-05,769287,62935
EURO,2020-04-06,808753,67732
EURO,2020-04-07,850418,74948
EURO,2020-04-08,901232,81111
EURO,2020-04-09,948790,88245
EURO,2020-04-10,1010671,95136
EURO,2020-04-11,1057960,100266
EURO,2020-04-12,1127268,104991
EURO,2020-04-13,1167011,109869
EURO,2020-04-14,1209032,115691
EURO,2020-04-15,1255063,122508
EURO,2020-04-16,1313486,128920
EURO,2020-04-17,1362877,135051
EURO,2020-04-18,1402643,140645
EURO,2020-04-19,1454703,144282
EURO,2020-04-20,1493914,148388
EURO,2020-04-21,1534943,154583
EURO,2020-04-22,1572778,159818
EURO,2020-04-23,1615071,164600
EURO,2020-04-24,1645343,170090
EURO,2020-04-25,1685147,174725
EURO,2020-04-26,1720280,177451
EURO,2020-04-27,1755189,180336
EURO,2020-04-28,1789500,185019
EURO,2020-04-29,1820400,189628
EURO,2020-04-30,1859891,193389
EURO,2020-05-01,1899062,196864
EURO,2020-05-02,1935969,200512
EURO,2020-05-03,1969523,202427
EURO,2020-05-04,2001602,204640
EURO,2020-05-05,2036194,208073
EURO,2020-05-06,2080239,211975
EURO,2020-05-07,2121176,214965
EURO,2020-05-08,2158939,218344
EURO,2020-05-09,2191709,220363
EURO,2020-05-10,2223403,221933
EURO,2020-05-11,2257025,223615
EURO,2020-05-12,2288184,226753
EURO,2020-05-13,2316687,229435
EURO,2020-05-14,2347157,232017
EURO,2020-05-15,2378261,234202
EURO,2020-05-16,2406491,236308
EURO,2020-05-17,2434240,237894
EURO,2020-05-18,2459065,239091
EURO,2020-05-19,2484233,241186
EURO,2020-05-20,2500225,243159
EURO,2020-05-21,2525217,244910
EURO,2020-05-22,2554152,247241
EURO,2020-05-23,2580042,248718
EURO,2020-05-24,2603317,249580
EURO,2020-05-25,2623156,248528
EURO,2020-05-26,2651053,249890
SEARO,2020-01-22,2,0
SEARO,2020-01-23,3,0
SEARO,2020-01-24,5,0
SEARO,2020-01-25,8,0
SEARO,2020-01-26,9,0
SEARO,2020-01-27,10,0
SEARO,2020-01-28,16,0
SEARO,2020-01-29,16,0
SEARO,2020-01-30,17,0
SEARO,2020-01-31,22,0
SEARO,2020-02-01,22,0
SEARO,2020-02-02,23,0
SEARO,2020-02-03,24,0
SEARO,2020-02-04,30,0
SEARO,2020-02-05,30,0
SEARO,2020-02-06,30,0
SEARO,2020-02-07,30,0
SEARO,2020-02-08,37,0
SEARO,2020-02-09,37,0
SEARO,2020-02-10,37,0
SEARO,2020-02-11,38,0
SEARO,2020-02-12,38,0
SEARO,2020-02-13,38,0
SEARO,2020-02-14,38,0
SEARO,2020-02-15,38,0
SEARO,2020-02-16,39,0
SEARO,2020-02-17,40,0
SEARO,2020-02-18,40,0
SEARO,2020-02-19,40,0
SEARO,2020-02-20,40,0
SEARO,2020-02-21,40,0
SEARO,2020-02-22,40,0
SEARO,2020-02-23,40,0
SEARO,2020-02-24,40,0
SEARO,2020-02-25,42,0
SEARO,2020-02-26,45,0
SEARO,2020-02-27,45,0
SEARO,2020-02-28,46,0
SEARO,2020-02-29,47,0
SEARO,2020-03-01,47,1
SEARO,2020-03-02,52,1
SEARO,2020-03-03,52,1
SEARO,2020-03-04,75,1
SEARO,2020-03-05,81,1
SEARO,2020-03-06,86,1
SEARO,2020-03-07,91,1
SEARO,2020-03-08,105,1
SEARO,2020-03-09,122,1
SEARO,2020-03-10,148,1
SEARO,2020-03-11,170,3
SEARO,2020-03-12,192,3
SEARO,2020-03-13,246,7
SEARO,2020-03-14,305,8
SEARO,2020-03-15,382,8
SEARO,2020-03-16,451,8
SEARO,2020-03-17,560,9
SEARO,2020-03-18,675,24
SEARO,2020-03-19,869,31
SEARO,2020-03-20,1044,39
SEARO,2020-03-21,1309,45
SEARO,2020-03-22,1635,58
SEARO,2020-03-23,1947,63
SEARO,2020-03-24,2208,73
SEARO,2020-03-25,2541,79
SEARO,2020-03-26,2834,107
SEARO,2020-03-27,3255,117
SEARO,2020-03-28,3581,138
SEARO,2020-03-29,3899,154
SEARO,2020-03-30,4401,170
SEARO,2020-03-31,4813,189
SEARO,2020-04-01,5690,237
SEARO,2020-04-02,6466,268
SEARO,2020-04-03,6802,283
SEARO,2020-04-04,7532,311
SEARO,2020-04-05,8349,335
SEARO,2020-04-06,9846,389
SEARO,2020-04-07,10712,422
SEARO,2020-04-08,11704,478
SEARO,2020-04-09,13018,569
SEARO,2020-04-10,14259,622
SEARO,2020-04-11,15559,690
SEARO,2020-04-12,16908,787
SEARO,2020-04-13,18714,847
SEARO,2020-04-14,20294,950
SEARO,2020-04-15,21695,978
SEARO,2020-04-16,23577,1061
SEARO,2020-04-17,25226,1139
SEARO,2020-04-18,27288,1199
SEARO,2020-04-19,29900,1291
SEARO,2020-04-20,31589,1342
SEARO,2020-04-21,33994,1431
SEARO,2020-04-22,35999,1497
SEARO,2020-04-23,38570,1557
SEARO,2020-04-24,41110,1663
SEARO,2020-04-25,43658,1748
SEARO,2020-04-26,46076,1832
SEARO,2020-04-27,48434,1920
SEARO,2020-04-28,51339,2002
SEARO,2020-04-29,54048,2094
SEARO,2020-04-30,56972,2182
SEARO,2020-05-01,60428,2261
SEARO,2020-05-02,63763,2397
SEARO,2020-05-03,67627,2481
SEARO,2020-05-04,72713,2681
SEARO,2020-05-05,77006,2819
SEARO,2020-05-06,81838,2938
SEARO,2020-05-07,86324,3091
SEARO,2020-05-08,90830,3207
SEARO,2020-05-09,95183,3348
SEARO,2020-05-10,100878,3487
SEARO,2020-05-11,105852,3598
SEARO,2020-05-12,110943,3746
SEARO,2020-05-13,116672,3923
SEARO,2020-05-14,122265,4050
SEARO,2020-05-15,127830,4202
SEARO,2020-05-16,134249,4350
SEARO,2020-05-17,141107,4578
SEARO,2020-05-18,147948,4773
SEARO,2020-05-19,155935,4970
SEARO,2020-05-20,163874,5139
SEARO,2020-05-21,172908,5348
SEARO,2020-05-22,181934,5562
SEARO,2020-05-23,191521,5749
SEARO,2020-05-24,200821,5954
SEARO,2020-05-25,209840,6145
SEARO,2020-05-26,217540,6366
WPRO,2020-01-22,1651,51
WPRO,2020-01-23,1939,54
WPRO,2020-01-24,2782,78
WPRO,2020-01-25,4245,126
WPRO,2020-01-26,6271,168
WPRO,2020-01-27,8682,246
WPRO,2020-01-28,16588,393
WPRO,2020-01-29,18328,399
WPRO,2020-01-30,24503,513
WPRO,2020-01-31,29507,639
WPRO,2020-02-01,35795,777
WPRO,2020-02-02,50018,1084
WPRO,2020-02-03,59287,1276
WPRO,2020-02-04,71273,1474
WPRO,2020-02-05,82481,1690
WPRO,2020-02-06,91934,1900
WPRO,2020-02-07,102511,2155
WPRO,2020-02-08,110644,2416
WPRO,2020-02-09,119699,2716
WPRO,2020-02-10,127284,3037
WPRO,2020-02-11,133387,3337
WPRO,2020-02-12,134511,3352
WPRO,2020-02-13,179932,4109
WPRO,2020-02-14,199331,4565
WPRO,2020-02-15,205520,4993
WPRO,2020-02-16,211842,5303
WPRO,2020-02-17,217617,5597
WPRO,2020-02-18,222961,6014
WPRO,2020-02-19,224199,6353
WPRO,2020-02-20,225657,6720
WPRO,2020-02-21,227196,6721
WPRO,2020-02-22,231795,7336
WPRO,2020-02-23,232058,7346
WPRO,2020-02-24,233068,7798
WPRO,2020-02-25,234769,8010
WPRO,2020-02-26,236337,8171
WPRO,2020-02-27,238213,8261
WPRO,2020-02-28,239829,8393
WPRO,2020-02-29,242075,8541
WPRO,2020-03-01,244493,8649
WPRO,2020-03-02,245922,8803
WPRO,2020-03-03,247272,8907
WPRO,2020-03-04,248410,9035
WPRO,2020-03-05,249765,9138
WPRO,2020-03-06,251540,9244
WPRO,2020-03-07,253308,9343
WPRO,2020-03-08,254531,9462
WPRO,2020-03-09,255232,9541
WPRO,2020-03-10,257745,9636
WPRO,2020-03-11,260208,9767
WPRO,2020-03-12,261506,9826
WPRO,2020-03-13,266226,9942
WPRO,2020-03-14,269940,10047
WPRO,2020-03-15,272954,10125
WPRO,2020-03-16,281049,10367
WPRO,2020-03-17,288940,10520
WPRO,2020-03-18,296376,10657
WPRO,2020-03-19,318624,11158
WPRO,2020-03-20,339541,11868
WPRO,2020-03-21,362887,12400
WPRO,2020-03-22,390952,13133
WPRO,2020-03-23,431198,14115
WPRO,2020-03-24,467516,15306
WPRO,2020-03-25,510391,16722
WPRO,2020-03-26,573736,18710
WPRO,2020-03-27,637055,20974
WPRO,2020-03-28,707726,23073
WPRO,2020-03-29,771932,25729
WPRO,2020-03-30,845672,28926
WPRO,2020-03-31,940527,33469
WPRO,2020-04-01,1028058,38702
WPRO,2020-04-02,1125207,44999
WPRO,2020-04-03,1232538,51264
WPRO,2020-04-04,1342152,58246
WPRO,2020-04-05,1430246,63831
WPRO,2020-04-06,1528211,70088
WPRO,2020-04-07,1629264,79846
WPRO,2020-04-08,1732906,87198
WPRO,2020-04-09,1846951,95969
WPRO,2020-04-10,1957908,104189
WPRO,2020-04-11,2055404,111535
WPRO,2020-04-12,2196494,117885
WPRO,2020-04-13,2281543,124431
WPRO,2020-04-14,2374094,133153
WPRO,2020-04-15,2468988,143548
WPRO,2020-04-16,2589668,151356
WPRO,2020-04-17,2693161,164546
WPRO,2020-04-18,2792625,172918
WPRO,2020-04-19,2882622,177248
WPRO,2020-04-20,2966820,183586
WPRO,2020-04-21,3055635,191889
WPRO,2020-04-22,3138343,199986
WPRO,2020-04-23,3231760,208032
WPRO,2020-04-24,3345358,214157
WPRO,2020-04-25,3448370,221718
WPRO,2020-04-26,3533918,225607
WPRO,2020-04-27,3610431,230522
WPRO,2020-04-28,3690189,237701
WPRO,2020-04-29,3768373,246441
WPRO,2020-04-30,3859546,253139
WPRO,2020-05-01,3963204,259457
WPRO,2020-05-02,4053878,264112
WPRO,2020-05-03,4132626,268348
WPRO,2020-05-04,4202074,272744
WPRO,2020-05-05,4277285,279874
WPRO,2020-05-06,4360484,287622
WPRO,2020-05-07,4446358,294647
WPRO,2020-05-08,4530727,299711
WPRO,2020-05-09,4609891,304742
WPRO,2020-05-10,4670993,307107
WPRO,2020-05-11,4728732,311122
WPRO,2020-05-12,4796128,316891
WPRO,2020-05-13,4860005,322391
WPRO,2020-05-14,4945003,328468
WPRO,2020-05-15,5022616,333606
WPRO,2020-05-16,5098416,337306
WPRO,2020-05-17,5156371,340916
WPRO,2020-05-18,5222379,343545
WPRO,2020-05-19,5285737,347860
WPRO,2020-05-20,5358027,352640
WPRO,2020-05-21,5435215,356610
WPRO,2020-05-22,5508418,360622
WPRO,2020-05-23,5575067,364051
WPRO,2020-05-24,5637928,366038
WPRO,2020-05-25,5696696,367735
WPRO,2020-05-26,5753108,369990
